transcript_hebrew,intent
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", איך אני מגיע לקניון ברכבת?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", מתי הרכבת הבאה לתל אביב?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", תבדקי זמני תחבורה לבית ספר",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", יש קו אוטובוס שעובר ליד הספרייה?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", מתי הרכבת הבאה לתל אביב?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", אני צריך לדעת מתי יש רכבת עכשיו",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", יש קו שנוסע לקניון הקרוב?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", אני צריך לדעת מתי יש רכבת עכשיו",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", איך אני מגיע לקניון ברכבת?",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", מתי הרכבת הבאה לתל אביב?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", איך אני מגיע לקניון ברכבת?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", תבדקי מתי יש קו ישיר לירושלים",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", מתי הרכבת הבאה לתל אביב?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", יש קו שנוסע לקניון הקרוב?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", יש קו אוטובוס שעובר ליד הספרייה?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", תבדקי זמני תחבורה לבית ספר",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", תבדקי זמני תחבורה לבית ספר",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", אני צריך לדעת מתי יש רכבת עכשיו",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", יש קו שנוסע לקניון הקרוב?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", יש רכבת לפארק היום?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", יש קו אוטובוס שעובר ליד הספרייה?",transport_query
", תבדקי זמני תחבורה לבית ספר",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", יש קו אוטובוס שעובר ליד הספרייה?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", אני צריך לדעת מתי יש רכבת עכשיו",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", יש רכבת לפארק היום?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", תבדקי זמני תחבורה לבית ספר",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", תבדקי מתי יש קו ישיר לירושלים",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", אני צריך לדעת מתי יש רכבת עכשיו",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", יש קו שנוסע לקניון הקרוב?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", מתי הרכבת הבאה לתל אביב?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", תבדקי זמני תחבורה לבית ספר",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", איפה התחנה הכי קרובה אליי?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", תבדקי מתי יש קו ישיר לירושלים",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", יש קו אוטובוס שעובר ליד הספרייה?",transport_query
", יש קו שנוסע לקניון הקרוב?",transport_query
", איך אני מגיע לקניון ברכבת?",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", אני צריך לדעת מתי יש רכבת עכשיו",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", יש קו שנוסע לקניון הקרוב?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", יש רכבת לפארק היום?",transport_query
", מתי הרכבת הבאה לתל אביב?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", תוך כמה זמן מגיע האוטובוס הקרוב?",transport_query
", מה הדרך הכי מהירה להגיע לאוניברסיטה?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", כמה זמן לוקח לי להגיע ברכב למשרד?",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
" היקרה, מתי האוטובוס הבא לשוק?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", יש קו שנוסע לקניון הקרוב?",transport_query
", תוך כמה זמן אני אצל עומר?",transport_query
", יש רכבת לפארק היום?",transport_query
", מתי הרכבת הבאה לתל אביב?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", אני צריך לדעת מתי יש רכבת עכשיו",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי יש קו אוטובוס למרכז העיר?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", מתי הקו שלי יוצא מהתחנה המרכזית?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", איך מגיעים לקניון באוטובוס?",transport_query
", כמה זמן לוקח להגיע לעבודה עם רכבת?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", אני צריך לדעת מתי יש רכבת עכשיו",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", איזה קווים מגיעים לדיזנגוף סנטר?",transport_query
", יש תחנת אוטובוס קרובה לבית שלי?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", יש קו אוטובוס שעובר ליד הספרייה?",transport_query
", איך מגיעים עם הילדים לרופאה?",transport_query
", מתי האוטובוס לחברים שלי מגיע?",transport_query
", באיזו שעה אוטובוס מספר 5 יוצא?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", מה הדרך הכי פשוטה להגיע לקופת חולים?",transport_query
", יש פקקים בדרך לעבודה?",transport_query
", איך מגיעים מהקמפוס לרכבת?",transport_query
", מתי האוטובוס שעובר ליד הגן?",transport_query
", תבדקי אם יש קו ישיר לבית של דנה",transport_query
", מתי מגיע האוטובוס לבית ספר?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", יש רכבת שמגיעה מחר לחיפה?",transport_query
", תבדקי זמן הגעה באופנוע לישיבה",transport_query
", תבדקי אם יש תחבורה ציבורית בערב",transport_query
", יש קו שנוסע לקניון הקרוב?",transport_query
", יש תחבורה ציבורית בלילה?",transport_query
", יש רכבת לפארק היום?",transport_query
", מתי האוטובוס האחרון חזרה הביתה?",transport_query
", כמה זמן נסיעה יש מתחנת האוטובוס לעיר?",transport_query
", היום הולך לרדת גשם?",weather_query
", כדאי לי לקחת מטרייה לבית ספר?",weather_query
", יש סיכוי שירד שלג היום?",weather_query
", יהיה חם בחוץ היום?",weather_query
", אני צריך מעיל היום?",weather_query
", מה מזג האוויר להיום?",weather_query
", כדאי ללבוש קצר או ארוך?",weather_query
", יש גשם אחר הצהריים?",weather_query
", מה הטמפרטורה עכשיו בתל אביב?",weather_query
", איך מזג האוויר נראה לימים הקרובים?",weather_query
" היקרה, האם צפוי גשם היום?",weather_query
", מה התחזית להיום בבוקר?",weather_query
", הטמפרטורות יהיו נמוכות היום?",weather_query
", כדאי לי לצאת להליכה היום?",weather_query
", האם יש רוח חזקה בחוץ?",weather_query
", תני לי את התחזית להיום עכשיו",weather_query
", אני יוצא – צריך מטרייה?",weather_query
", חם היום? אני ממהר",weather_query
", איך מזג האוויר בדרכים?",weather_query
", תגידי אם יש סיכוי לגשם בצהריים",weather_query
", יש סיכוי שירד גשם כשאחזור מהקמפוס?",weather_query
", מה מזג האוויר בבאר שבע?",weather_query
", כדאי לי לקחת סוודר להרצאה?",weather_query
", מה התחזית להמשך השבוע?",weather_query
", איך מזג האוויר מחר בבוקר?",weather_query
", לבדוק אם כדאי לשלוח את הילדים עם מעיל?",weather_query
", מה התחזית לגן היום?",weather_query
", יש גשם בדרך לבית הספר?",weather_query
", יהיה קר היום בצהריים?",weather_query
", כדאי לייבש כביסה בחוץ היום?",weather_query
", חם היום או מה?",weather_query
", צריך מעיל לבית ספר?",weather_query
", תבדקי אם יורד גשם עכשיו",weather_query
", מה הטמפרטורה בחוץ?",weather_query
", הולך להיות סוער היום?",weather_query
", יהיה חם בחוץ היום?",weather_query
", מה מזג האוויר להיום?",weather_query
", מה התחזית להיום בבוקר?",weather_query
", אני יוצא – צריך מטרייה?",weather_query
", יש סיכוי שירד גשם כשאחזור מהקמפוס?",weather_query
", כדאי לייבש כביסה בחוץ היום?",weather_query
", מה הטמפרטורה בחוץ?",weather_query
", יהיה חם בחוץ היום?",weather_query
", מה הטמפרטורה עכשיו בתל אביב?",weather_query
", כדאי לי לצאת להליכה היום?",weather_query
", תני לי את התחזית להיום עכשיו",weather_query
", כדאי לי לקחת סוודר להרצאה?",weather_query
", כדאי לייבש כביסה בחוץ היום?",weather_query
", תבדקי אם יורד גשם עכשיו",weather_query
", אני צריך מעיל היום?",weather_query
", מה הטמפרטורה עכשיו בתל אביב?",weather_query
", הטמפרטורות יהיו נמוכות היום?",weather_query
", איך מזג האוויר בדרכים?",weather_query
", כדאי לי לקחת סוודר להרצאה?",weather_query
", מה התחזית לגן היום?",weather_query
", תבדקי אם יורד גשם עכשיו",weather_query
", יהיה חם בחוץ היום?",weather_query
", איך מזג האוויר נראה לימים הקרובים?",weather_query
", כדאי לי לצאת להליכה היום?",weather_query
", אני יוצא – צריך מטרייה?",weather_query
", איך מזג האוויר מחר בבוקר?",weather_query
", יהיה קר היום בצהריים?",weather_query
", הולך להיות סוער היום?",weather_query
", היום הולך לרדת גשם?",weather_query
", כדאי ללבוש קצר או ארוך?",weather_query
", מה התחזית להיום בבוקר?",weather_query
", תגידי אם יש סיכוי לגשם בצהריים",weather_query
", יש סיכוי שירד גשם כשאחזור מהקמפוס?",weather_query
", מה התחזית לגן היום?",weather_query
", מה הטמפרטורה בחוץ?",weather_query
", יהיה חם בחוץ היום?",weather_query
", מה הטמפרטורה עכשיו בתל אביב?",weather_query
", כדאי לי לצאת להליכה היום?",weather_query
", איך מזג האוויר בדרכים?",weather_query
", מה מזג האוויר בבאר שבע?",weather_query
", לבדוק אם כדאי לשלוח את הילדים עם מעיל?",weather_query
", הולך להיות סוער היום?",weather_query
", אני צריך מעיל היום?",weather_query
", יש גשם אחר הצהריים?",weather_query
" היקרה, האם צפוי גשם היום?",weather_query
", תני לי את התחזית להיום עכשיו",weather_query
", מה התחזית להמשך השבוע?",weather_query
", כדאי לייבש כביסה בחוץ היום?",weather_query
", מה הטמפרטורה בחוץ?",weather_query
", אני צריך מעיל היום?",weather_query
", איך מזג האוויר נראה לימים הקרובים?",weather_query
", כדאי לי לצאת להליכה היום?",weather_query
", אני יוצא – צריך מטרייה?",weather_query
", יש סיכוי שירד גשם כשאחזור מהקמפוס?",weather_query
", לבדוק אם כדאי לשלוח את הילדים עם מעיל?",weather_query
", צריך מעיל לבית ספר?",weather_query
", אני צריך מעיל היום?",weather_query
", מה הטמפרטורה עכשיו בתל אביב?",weather_query
", מה התחזית להיום בבוקר?",weather_query
", איך מזג האוויר בדרכים?",weather_query
", יש סיכוי שירד גשם כשאחזור מהקמפוס?",weather_query
", לבדוק אם כדאי לשלוח את הילדים עם מעיל?",weather_query
", צריך מעיל לבית ספר?",weather_query
", יש סיכוי שירד שלג היום?",weather_query
", מה מזג האוויר להיום?",weather_query
